it,loss,loss_res,loss_bcs,loss_ic,loss_norm,l2,lr
1,312.5,80.81,1.337,0.8278,62.58,1.741,0.001
10,34.61,9.886,0.1761,0.1135,0.04463,1.035,0.001
20,20.17,3.785,0.05139,0.06599,0.06485,0.7843,0.001
30,14.5,1.753,0.02842,0.0468,0.2603,0.719,0.001
40,10.89,1.293,0.01841,0.03485,0.242,0.6332,0.001
50,7.67,0.6924,0.007485,0.02446,0.2075,0.5252,0.001
60,5.537,0.2557,0.002871,0.01768,0.178,0.4468,0.001
70,3.92,0.142,0.001419,0.01256,0.1179,0.3731,0.001
80,2.791,0.08816,0.001442,0.009035,0.05541,0.3239,0.001
90,2.06,0.1058,0.002369,0.006659,0.02768,0.2905,0.001
100,1.651,0.1921,0.003434,0.00524,0.0113,0.2723,0.001
110,1.395,0.1927,0.004081,0.004377,0.00684,0.2577,0.001
120,1.234,0.2118,0.004308,0.003798,0.005355,0.2439,0.001
130,1.096,0.1861,0.004196,0.003358,0.004166,0.2294,0.001
140,0.9873,0.1796,0.003759,0.002989,0.003074,0.2157,0.001
150,0.8724,0.1429,0.003376,0.002651,0.002299,0.2024,0.001
160,0.7723,0.12,0.002906,0.002345,0.001799,0.1911,0.001
170,0.6868,0.111,0.002561,0.002066,0.001497,0.1801,0.001
180,0.6042,0.09198,0.002208,0.001819,0.001254,0.1706,0.001
190,0.5332,0.08098,0.00191,0.001596,0.001121,0.1613,0.001
200,0.4776,0.0804,0.001647,0.001404,0.0009826,0.1532,0.001
210,0.4233,0.07128,0.001424,0.001237,0.0008714,0.1451,0.001
220,0.3747,0.06108,0.001211,0.001093,0.0007725,0.1374,0.001
230,0.3331,0.05096,0.001058,0.0009745,0.0006217,0.1311,0.001
240,0.3035,0.05035,0.0009164,0.0008726,0.0005288,0.1246,0.001
250,0.2711,0.03935,0.0008079,0.0007902,0.0004117,0.1191,0.001
260,0.2498,0.03687,0.0006833,0.0007229,0.0003283,0.1142,0.001
270,0.2287,0.03133,0.0006221,0.0006652,0.0002955,0.1094,0.001
280,0.2147,0.0294,0.0005348,0.0006217,0.0002159,0.1056,0.001
290,0.2033,0.02854,0.0004688,0.0005834,0.0001784,0.1022,0.001
300,0.1918,0.02561,0.0004386,0.000552,0.0001714,0.09859,0.001
310,0.1808,0.02219,0.000386,0.0005271,0.0001312,0.09596,0.001
320,0.1763,0.0241,0.0003567,0.0005058,0.0001078,0.09357,0.001
330,0.168,0.0214,0.0003248,0.0004873,0.0001177,0.09116,0.001
340,0.1592,0.017,0.0002888,0.0004728,9.296e-05,0.08939,0.001
350,0.1552,0.01736,0.0002584,0.0004581,0.0001118,0.08748,0.001
360,0.1509,0.01659,0.000233,0.0004466,8.926e-05,0.08611,0.001
370,0.1463,0.01536,0.0002399,0.0004356,8.052e-05,0.08484,0.001
380,0.1417,0.01382,0.0002102,0.0004254,8.236e-05,0.08349,0.001
390,0.1399,0.0148,0.0001872,0.0004161,8.649e-05,0.08237,0.001
400,0.1359,0.01358,0.0001823,0.0004069,8.958e-05,0.0814,0.001
410,0.1325,0.01274,0.00018,0.0003983,6.561e-05,0.08064,0.001
420,0.1314,0.01424,0.0001907,0.0003896,7.411e-05,0.07943,0.001
430,0.1271,0.01237,0.0001631,0.0003816,7.422e-05,0.07851,0.001
440,0.1242,0.01188,0.0001535,0.0003736,7.921e-05,0.07778,0.001
450,0.1212,0.01126,0.0001545,0.0003657,7.341e-05,0.0771,0.001
460,0.1188,0.01125,0.0001477,0.0003578,7.146e-05,0.07626,0.001
470,0.1169,0.01162,0.0001408,0.0003503,6.998e-05,0.07548,0.001
480,0.1138,0.01076,0.0001351,0.0003427,7.441e-05,0.07455,0.001
490,0.1112,0.01026,0.0001173,0.0003357,7.284e-05,0.07382,0.001
500,0.1098,0.01107,0.0001245,0.0003285,7.305e-05,0.0733,0.001
510,0.1064,0.009724,0.0001257,0.0003216,6.428e-05,0.07255,0.001
520,0.1036,0.00907,0.0001176,0.0003145,7.327e-05,0.0718,0.001
530,0.1013,0.008804,0.0001109,0.0003079,6.779e-05,0.07125,0.001
540,0.1001,0.009516,0.0001106,0.0003015,6.03e-05,0.07061,0.001
550,0.09723,0.00861,9.904e-05,0.0002948,7.227e-05,0.06987,0.001
560,0.09472,0.007995,9.963e-05,0.0002885,6.59e-05,0.06922,0.001
570,0.09365,0.008785,0.0001006,0.0002824,5.422e-05,0.0687,0.001
580,0.09112,0.008052,9.5e-05,0.0002764,4.925e-05,0.06804,0.001
590,0.08903,0.007776,0.000103,0.0002703,5.495e-05,0.06734,0.001
600,0.08716,0.007662,9.48e-05,0.0002645,6.328e-05,0.06656,0.001
610,0.08574,0.00789,8.819e-05,0.000259,6.097e-05,0.06604,0.001
620,0.08377,0.007612,8.878e-05,0.0002534,5.5e-05,0.06539,0.001
630,0.08217,0.007608,9.231e-05,0.0002481,5.185e-05,0.06485,0.001
640,0.08049,0.007474,8.764e-05,0.0002429,5.235e-05,0.06415,0.001
650,0.07847,0.007002,8.171e-05,0.0002378,5.687e-05,0.0636,0.001
660,0.07661,0.006668,8.228e-05,0.0002327,5.313e-05,0.0631,0.001
670,0.07552,0.007023,8.431e-05,0.0002279,4.654e-05,0.06245,0.001
680,0.07359,0.006537,7.479e-05,0.0002231,5.09e-05,0.06194,0.001
690,0.07275,0.007095,9.001e-05,0.0002184,3.874e-05,0.06148,0.001
700,0.071,0.006758,8.339e-05,0.0002137,4.569e-05,0.06075,0.001
710,0.06902,0.006031,7.175e-05,0.0002096,4.714e-05,0.06015,0.001
720,0.06867,0.00701,7.931e-05,0.0002051,4.243e-05,0.05976,0.001
730,0.06642,0.005995,7.137e-05,0.000201,4.296e-05,0.05913,0.001
740,0.06551,0.006287,7.992e-05,0.000197,3.325e-05,0.05872,0.001
750,0.06418,0.006169,7.208e-05,0.000193,4.292e-05,0.05807,0.001
760,0.06351,0.006648,7.688e-05,0.0001891,4.304e-05,0.05753,0.001
770,0.06166,0.005915,7.107e-05,0.0001855,3.851e-05,0.0571,0.001
780,0.06055,0.005931,7.306e-05,0.0001817,3.658e-05,0.05644,0.001
