it,loss,loss_res,loss_bcs,loss_ic,loss_norm,l2,lr
1,271.1,1.537,0.0,1.058,0.9952,1.036,0.001
2,262.9,1.273,0.0,1.027,0.9971,1.036,0.001
3,255.4,1.16,0.0,0.9972,0.9979,1.036,0.001
