it,loss,loss_res,loss_bcs,loss_ic,loss_norm,l2,lr
1,346.6,0.02456,0.0,0.9887,0.9993,1.005,0.001
20,306.5,5.678,0.0,0.8571,0.9297,1.096,0.001
40,244.1,27.41,0.0,0.5826,0.8376,1.212,0.001
60,198.8,91.56,0.0,0.2651,0.5536,1.38,0.001
80,182.0,65.83,0.0,0.2923,0.5702,1.354,0.001
100,164.4,75.97,0.0,0.2341,0.3629,1.463,0.001
120,144.0,73.6,0.0,0.1972,0.2248,1.548,0.001
140,117.5,69.09,0.0,0.1372,0.1443,1.591,0.001
160,97.97,61.67,0.0,0.101,0.1197,1.563,0.001
180,87.9,62.33,0.0,0.06518,0.1204,1.505,0.001
200,86.66,62.51,0.0,0.05702,0.1408,1.453,0.001
