it,loss,loss_res,loss_bcs,loss_ic,loss_norm,l2,lr
1,32.59,0.3418,0.0,1.053,0.9938,1.045,0.001
100,8.475,19.56,0.0,0.06012,0.1513,0.7948,0.001
200,4.716,4.21,0.0,0.05733,0.1888,0.4404,0.001
300,3.178,2.727,0.0,0.01296,0.06179,0.1863,0.001
400,1.954,1.753,0.0,0.005687,0.03,0.1381,0.001
500,1.403,1.313,0.0,0.002526,0.01436,0.1157,0.001
600,0.9431,0.8993,0.0,0.001187,0.008123,0.09378,0.001
700,0.5446,0.5217,0.0,0.0005632,0.005964,0.07174,0.001
800,0.2679,0.2501,0.0,0.0004939,0.00299,0.04791,0.001
900,0.1405,0.1251,0.0,0.0004709,0.001223,0.03393,0.001
1000,0.09265,0.08024,0.0,0.0003998,0.0004138,0.02656,0.001
1100,0.0722,0.06227,0.0,0.0003255,0.0001664,0.02299,0.001
1200,0.05979,0.05189,0.0,0.0002603,8.323e-05,0.02033,0.001
1300,0.05244,0.04659,0.0,0.0001934,4.892e-05,0.01837,0.001
1400,0.04623,0.04175,0.0,0.0001482,3.297e-05,0.01585,0.001
1500,0.03606,0.03285,0.0,0.0001061,2.736e-05,0.0139,0.001
